Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,210.471100,217.021545,208.329132,216.802368,216.802368,26340763
2006-01-04,221.121185,223.641739,219.053925,221.788681,221.788681,30687394
2006-01-05,222.167267,224.931900,219.925659,224.777481,224.777481,21697624
2006-01-06,227.581970,234.371521,225.773743,231.960556,231.960556,35646914
2006-01-09,232.334152,235.816101,229.609375,232.578247,232.578247,25679694
2006-01-10,231.342865,234.246979,230.157318,234.002899,234.002899,18262396
2006-01-11,234.755081,236.667908,233.713989,234.934402,234.934402,18082324
2006-01-12,235.975510,236.608139,229.888321,230.949341,230.949341,20326504
2006-01-13,231.288071,232.573257,229.943115,232.254456,232.254456,15370598
2006-01-17,230.665405,234.072632,230.401398,232.682846,232.682846,16602598
2006-01-18,222.814835,227.826050,220.797394,221.624298,221.624298,41124971
2006-01-19,224.742615,225.898285,215.691528,217.410095,217.410095,29183579
2006-01-20,218.530899,219.193405,196.632965,198.984161,198.984161,82541631
2006-01-23,202.929367,213.395142,202.107452,212.951797,212.951797,45653281
2006-01-24,217.200882,221.644226,216.428772,220.687805,220.687805,31045130
2006-01-25,224.787445,226.266891,213.808594,215.691528,215.691528,37620083
2006-01-26,218.949326,219.173477,210.989166,216.324158,216.324158,25949100
2006-01-27,216.687805,218.291794,213.689041,215.935623,215.935623,16967762
2006-01-30,213.813568,215.831009,211.706467,212.613068,212.613068,17242187
2006-01-31,214.481079,218.979218,211.193390,215.522171,215.522171,44297418
2006-02-01,193.788635,200.249420,193.036453,200.139832,200.139832,54448324
2006-02-02,201.156021,202.491013,197.250656,197.280548,197.280548,23703916
2006-02-03,196.075058,196.214539,185.589371,190.062592,190.062592,36700649
2006-02-06,191.935577,194.222015,189.071320,191.830963,191.830963,17947822
2006-02-07,190.779907,191.133591,180.996582,183.273041,183.273041,33385068
2006-02-08,183.552002,184.652878,176.672791,183.850876,183.850876,41764158
2006-02-09,184.906921,186.500946,177.390091,178.715134,178.715134,23914101
2006-02-10,180.299194,181.569427,175.910645,180.627960,180.627960,30561123
2006-02-13,172.672775,174.645386,170.306656,172.204529,172.204529,39583414
2006-02-14,172.020233,175.188354,170.560699,171.018982,171.018982,29417854
2006-02-15,169.997803,172.353973,168.284225,170.550735,170.550735,25991057
2006-02-16,172.189590,182.814758,171.601791,182.545776,182.545776,42790791
2006-02-17,184.239426,185.375168,181.131073,183.686493,183.686493,28747751
2006-02-21,182.535812,186.072556,181.873291,182.610535,182.610535,17437115
2006-02-22,182.889481,183.786118,181.250626,182.062592,182.062592,13000949
2006-02-23,182.122360,189.908173,182.012772,188.329102,188.329102,25197293
2006-02-24,187.945541,189.325363,186.047653,187.995346,187.995346,13017209
2006-02-27,189.923126,195.118652,189.429977,194.461105,194.461105,20500956
2006-02-28,195.865845,198.027740,168.622955,180.632950,180.632950,79170844
2006-03-01,183.591858,184.035187,179.975403,181.718872,181.718872,24212817
2006-03-02,181.459839,189.838440,180.423721,187.522125,187.522125,36798013
2006-03-03,191.432465,192.896973,187.178406,188.383896,188.383896,24013673
2006-03-06,189.743790,190.984146,182.884506,183.362717,183.362717,17946416
2006-03-07,181.828461,183.537064,178.406296,181.544525,181.544525,20835405
2006-03-08,176.304169,179.342773,174.615494,176.279266,176.279266,23579251
2006-03-09,177.031448,178.595581,170.112381,170.859573,170.859573,27925079
2006-03-10,171.108643,171.606781,165.155960,168.119843,168.119843,38796074
2006-03-13,169.828445,172.403793,167.098679,167.900665,167.900665,27387070
2006-03-14,167.940521,175.527084,165.688950,174.924347,174.924347,37039716
2006-03-15,174.730072,175.492218,169.629181,171.606781,171.606781,25633321
2006-03-16,173.654099,173.723846,168.319092,168.752472,168.752472,20108490
2006-03-17,168.767426,170.251862,166.839645,169.260574,169.260574,17167508
2006-03-20,170.530807,174.391342,170.132309,173.444885,173.444885,20893220
2006-03-21,174.351486,175.173401,168.906891,169.325333,169.325333,19735899
