Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,56.419998,58.470001,56.419998,58.470001,34.603584,23871000
2006-01-04,58.599998,58.840000,58.060001,58.570000,34.662781,19086500
2006-01-05,58.570000,58.820000,57.869999,58.279999,34.491142,17158400
2006-01-06,58.759998,59.560001,58.759998,59.430000,35.171726,17368600
2006-01-09,59.799999,59.869999,59.270000,59.400002,35.153988,17339100
2006-01-10,59.200001,60.160000,59.160000,59.860001,35.426220,17869600
2006-01-11,59.680000,60.490002,59.320000,60.270000,35.668873,17324500
2006-01-12,60.500000,61.000000,59.599998,59.639999,35.296024,21130200
2006-01-13,59.509998,60.990002,59.509998,60.970001,36.083138,17074400
2006-01-17,61.259998,61.740002,61.080002,61.540001,36.420464,18190900
2006-01-18,61.720001,61.750000,60.119999,60.680000,35.911503,16182000
2006-01-19,60.680000,61.700001,60.419998,61.500000,36.396797,18861600
2006-01-20,61.810001,62.060001,60.349998,60.529999,35.822731,25991100
2006-01-23,60.529999,61.639999,60.119999,61.200001,36.219254,19274100
2006-01-24,60.900002,61.529999,60.750000,60.959999,36.077206,18075000
2006-01-25,61.340000,61.650002,59.549999,60.209999,35.633358,24510000
2006-01-26,60.790001,61.020000,59.570000,59.950001,35.479473,24559100
2006-01-27,60.360001,61.529999,60.310001,61.290001,36.272526,21407300
2006-01-30,62.880001,63.959999,62.790001,63.110001,37.349625,29442500
2006-01-31,62.750000,63.450001,62.299999,62.750000,37.136566,24268400
2006-02-01,62.770000,63.080002,61.910000,61.950001,36.663116,20586500
2006-02-02,61.900002,62.290001,61.209999,61.950001,36.663116,21402900
2006-02-03,61.650002,61.820000,61.029999,61.389999,36.331699,18829000
2006-02-06,61.700001,62.610001,61.650002,61.970001,36.674950,18758800
2006-02-07,61.590000,61.849998,60.400002,60.549999,35.834568,21134000
2006-02-08,60.000000,60.639999,59.680000,60.389999,35.929749,21982500
2006-02-09,60.549999,61.389999,59.740002,59.919998,35.650135,22554900
2006-02-10,60.049999,60.490002,58.599998,59.430000,35.358593,26186400
2006-02-13,59.430000,60.349998,59.110001,59.599998,35.459740,16837000
2006-02-14,59.259998,59.900002,58.799999,59.549999,35.429993,21022500
2006-02-15,59.810001,59.950001,59.049999,59.759998,35.554935,21669900
2006-02-16,59.900002,60.250000,59.509998,60.250000,35.846474,20057500
2006-02-17,60.369999,60.680000,60.209999,60.549999,36.024952,19198900
2006-02-21,61.000000,61.299999,60.650002,60.759998,36.149906,17650700
2006-02-22,60.599998,60.740002,59.959999,60.259998,35.852428,15694500
2006-02-23,60.009998,60.540001,59.630001,59.830002,35.596588,17732100
2006-02-24,60.340000,60.730000,60.180000,60.419998,35.947624,13178800
2006-02-27,60.200001,60.520000,59.900002,59.919998,35.650135,12549500
2006-02-28,59.520000,59.750000,59.099998,59.369999,35.322891,19191800
2006-03-01,59.590000,60.540001,59.529999,60.340000,35.900021,16335400
2006-03-02,60.040001,60.980000,59.980000,60.849998,36.203453,19730500
2006-03-03,60.830002,61.500000,60.810001,60.980000,36.280800,18221500
2006-03-06,60.950001,61.090000,59.939999,59.980000,35.685829,16294000
2006-03-07,59.900002,60.020000,59.450001,59.849998,35.608498,18673700
2006-03-08,59.450001,60.410000,59.150002,59.709999,35.525192,22159000
2006-03-09,59.939999,60.009998,58.860001,58.919998,35.055164,21827400
2006-03-10,58.919998,59.209999,58.439999,59.180000,35.209858,20252800
2006-03-13,59.680000,59.959999,59.450001,59.639999,35.483555,16885300
2006-03-14,59.549999,60.869999,59.439999,60.810001,36.179642,18285100
2006-03-15,60.669998,61.200001,60.410000,61.020000,36.304592,17998000
2006-03-16,60.970001,61.919998,60.849998,61.639999,36.673481,18976400
2006-03-17,61.799999,61.799999,60.990002,61.049999,36.322430,26912700
2006-03-20,60.770000,61.349998,60.330002,60.660000,36.090397,16775400
2006-03-21,60.660000,61.230000,60.369999,60.720001,36.126106,20732300
2006-03-22,60.630001,61.490002,60.619999,61.049999,36.322430,16100800
2006-03-23,61.110001,61.349998,60.919998,61.250000,36.441433,15432300
2006-03-24,61.150002,61.689999,60.910000,61.169998,36.393829,15435600
2006-03-27,61.110001,61.470001,60.930000,61.290001,36.465233,11839200
2006-03-28,61.450001,61.889999,60.860001,60.950001,36.262932,20224900
2006-03-29,60.950001,61.500000,60.950001,61.279999,36.459282,19115600
2006-03-30,61.250000,61.730000,61.000000,61.119999,36.364094,15759800
2006-03-31,60.900002,61.180000,60.820000,60.860001,36.209400,19309600
2006-04-03,61.360001,61.980000,60.869999,61.029999,36.310551,16697300
2006-04-04,60.650002,62.009998,60.430000,61.750000,36.738914,14876800
2006-04-05,61.630001,62.180000,61.549999,62.160000,36.982849,15788800
2006-04-06,61.599998,62.700001,61.599998,62.090000,36.941196,15409100
2006-04-07,61.770000,62.590000,61.230000,61.330002,36.489033,16137600
2006-04-10,61.900002,62.099998,61.500000,61.939999,36.851948,12956600
2006-04-11,62.200001,62.730000,61.799999,62.000000,36.887646,14726500
2006-04-12,62.049999,62.259998,61.200001,61.459999,36.566383,14117900
2006-04-13,61.290001,61.779999,61.000000,61.560001,36.625870,11561100
2006-04-17,61.939999,62.189999,61.610001,62.049999,36.917400,11568200
2006-04-18,62.490002,63.799999,62.450001,63.540001,37.803890,22318000
2006-04-19,63.099998,64.480003,62.930000,64.300003,38.256050,20922200
2006-04-20,64.000000,64.779999,63.330002,63.919998,38.029976,23154900
2006-04-21,64.199997,65.000000,64.099998,65.000000,38.672535,21759600
2006-04-24,64.760002,64.870003,64.239998,64.410004,38.321526,16362500
